epoch,dropout,skip_connections,lr,swa_lr,batch_size,train_acc,val_acc,swa_val_acc
1,0.2126832748242694,True,0.0045935935537619816,0.04642751585569456,32,0.8551990021544392,0.9444746869896571,0.9481037924151696
2,0.2126832748242694,True,0.0045935935537619816,0.04642751585569456,32,0.9528291189477265,0.9575394665215025,0.9481037924151696
3,0.2126832748242694,True,0.0045935935537619816,0.04642751585569456,32,0.9529425104887176,0.9517328978406823,0.9481037924151696
4,0.2126832748242694,True,0.0045935935537619816,0.04642751585569456,32,0.954076425898628,0.912538559245146,0.9481037924151696
5,0.2126832748242694,True,0.0045935935537619816,0.04642751585569456,32,0.9539063385871414,0.949918345127926,0.9481037924151696
6,0.2126832748242694,True,0.0045935935537619816,0.04642751585569456,32,0.9574781721283592,0.9598983850480857,0.9481037924151696
7,0.2126832748242694,True,0.0045935935537619816,0.04642751585569456,32,0.9594625240957024,0.9593540192342588,0.9481037924151696
8,0.2126832748242694,True,0.0045935935537619816,0.04642751585569456,32,0.9591790452432248,0.9580838323353293,0.9481037924151696
9,0.2126832748242694,True,0.0045935935537619816,0.04642751585569456,32,0.956797822882413,0.9595354745055343,0.9481037924151696
10,0.2126832748242694,True,0.0045935935537619816,0.04642751585569456,32,0.9522054654722758,0.9568136454363999,0.9481037924151696
11,0.2126832748242694,True,0.0045935935537619816,0.04642751585569456,32,0.948747023472049,0.9539103610959898,0.9481037924151696
12,0.2126832748242694,True,0.0045935935537619816,0.04642751585569456,32,0.9223267944211362,0.9457448738885864,0.9481037924151696
