epoch,dropout,skip_connections,lr,swa_lr,batch_size,train_acc,val_acc,swa_val_acc
1,0.8659381327471688,True,0.002424458702050882,0.03464353164339439,64,0.8270212042181653,0.9510070767555797,0.8715296679368536
2,0.8659381327471688,True,0.002424458702050882,0.03464353164339439,64,0.939278829799297,0.9549990927236436,0.8715296679368536
3,0.8659381327471688,True,0.002424458702050882,0.03464353164339439,64,0.9423970971765506,0.9551805479949192,0.8715296679368536
4,0.8659381327471688,True,0.002424458702050882,0.03464353164339439,64,0.9433609252749745,0.9508256214843042,0.8715296679368536
5,0.8659381327471688,True,0.002424458702050882,0.03464353164339439,64,0.9448350153078581,0.9279622573035746,0.8715296679368536
6,0.8659381327471688,True,0.002424458702050882,0.03464353164339439,64,0.9468760630456968,0.9533659952821629,0.8715296679368536
7,0.8659381327471688,True,0.002424458702050882,0.03464353164339439,64,0.9509581585213743,0.9584467428778806,0.8715296679368536
8,0.8659381327471688,True,0.002424458702050882,0.03464353164339439,64,0.9557772990134936,0.9566321901651244,0.8715296679368536
9,0.8659381327471688,True,0.002424458702050882,0.03464353164339439,64,0.9525456400952489,0.9542732716385411,0.8715296679368536
10,0.8659381327471688,True,0.002424458702050882,0.03464353164339439,64,0.9379181313074044,0.952821629468336,0.8715296679368536
11,0.8659381327471688,True,0.002424458702050882,0.03464353164339439,64,0.9028234493706769,0.9372164761386318,0.8715296679368536
12,0.8659381327471688,True,0.002424458702050882,0.03464353164339439,64,0.9021997958952263,0.9383052077662856,0.8715296679368536
