epoch,dropout,skip_connections,lr,swa_lr,batch_size,train_acc,val_acc,swa_val_acc
1,0.5841797904280592,False,0.008073375637741728,0.0001,128,0.6047170881052274,0.9217927780802032,0.9586281981491562
2,0.5841797904280592,False,0.008073375637741728,0.0001,128,0.9288468080281211,0.9417528579205225,0.9586281981491562
3,0.5841797904280592,False,0.008073375637741728,0.0001,128,0.9400725705862343,0.9435674106332789,0.9586281981491562
4,0.5841797904280592,False,0.008073375637741728,0.0001,128,0.9512416373738519,0.9551805479949192,0.9586281981491562
5,0.5841797904280592,False,0.008073375637741728,0.0001,128,0.953963034357637,0.9577209217927781,0.9586281981491562
6,0.5841797904280592,False,0.008073375637741728,0.0001,128,0.9550402539970518,0.9441117764471058,0.9586281981491562
7,0.5841797904280592,False,0.008073375637741728,0.0001,128,0.9525456400952489,0.9433859553620033,0.9586281981491562
8,0.5841797904280592,False,0.008073375637741728,0.0001,128,0.9545299920625921,0.9544547269098167,0.9586281981491562
9,0.5841797904280592,False,0.008073375637741728,0.0001,128,0.9512416373738519,0.9544547269098167,0.9586281981491562
10,0.5841797904280592,False,0.008073375637741728,0.0001,128,0.9547000793740787,0.9522772636545092,0.9586281981491562
11,0.5841797904280592,False,0.008073375637741728,0.0001,128,0.9571946932758816,0.9595354745055343,0.9586281981491562
12,0.5841797904280592,False,0.008073375637741728,0.0001,128,0.9574781721283592,0.9595354745055343,0.9586281981491562
